# time  created  delivered  delivered/created
33.0000 1 0 0.0000
62.0000 2 0 0.0000
93.0000 3 0 0.0000
119.0000 4 0 0.0000
147.0000 5 0 0.0000
173.0000 6 0 0.0000
200.0000 7 0 0.0000
226.0000 8 0 0.0000
251.0000 9 0 0.0000
281.0000 10 0 0.0000
309.0000 11 0 0.0000
337.0000 12 0 0.0000
364.0000 13 0 0.0000
394.0000 14 0 0.0000
420.0000 15 0 0.0000
446.0000 16 0 0.0000
474.0000 17 0 0.0000
499.0000 18 0 0.0000
527.0000 19 0 0.0000
557.0000 20 0 0.0000
583.0000 21 0 0.0000
611.0000 22 0 0.0000
640.0000 23 0 0.0000
673.0000 24 0 0.0000
704.0000 25 0 0.0000
729.0000 26 0 0.0000
756.0000 27 0 0.0000
782.0000 28 0 0.0000
809.0000 29 0 0.0000
837.0000 30 0 0.0000
864.0000 31 0 0.0000
892.0000 32 0 0.0000
917.0000 33 0 0.0000
943.0000 34 0 0.0000
969.0000 35 0 0.0000
999.0000 36 0 0.0000
1024.0000 37 0 0.0000
1055.0000 38 0 0.0000
1080.0000 39 0 0.0000
1105.0000 40 0 0.0000
1133.0000 41 0 0.0000
1161.0000 42 0 0.0000
1195.0000 43 0 0.0000
1222.0000 44 0 0.0000
1249.0000 45 0 0.0000
1276.2000 45 1 0.0222
1283.0000 46 1 0.0217
1316.0000 47 1 0.0213
1350.0000 48 1 0.0208
1350.5000 48 2 0.0417
1377.0000 49 2 0.0408
1410.0000 50 2 0.0400
1440.0000 51 2 0.0392
1440.3000 51 3 0.0588
1474.0000 52 3 0.0577
1501.0000 53 3 0.0566
1534.0000 54 3 0.0556
1560.0000 55 3 0.0545
1591.0000 56 3 0.0536
1620.0000 57 3 0.0526
1646.0000 58 3 0.0517
1678.0000 59 3 0.0508
1712.0000 60 3 0.0500
1738.0000 61 3 0.0492
1769.0000 62 3 0.0484
1800.0000 63 3 0.0476
1826.0000 64 3 0.0469
1852.0000 65 3 0.0462
1883.0000 66 3 0.0455
1908.0000 67 3 0.0448
1939.0000 68 3 0.0441
1966.0000 69 3 0.0435
1997.0000 70 3 0.0429
2027.0000 71 3 0.0423
2059.0000 72 3 0.0417
2088.0000 73 3 0.0411
2118.0000 74 3 0.0405
2146.0000 75 3 0.0400
2171.0000 76 3 0.0395
2204.0000 77 3 0.0390
2230.0000 78 3 0.0385
2245.2000 78 4 0.0513
2257.0000 79 4 0.0506
2287.0000 80 4 0.0500
2316.0000 81 4 0.0494
2346.0000 82 4 0.0488
2348.0000 82 5 0.0610
2371.0000 83 5 0.0602
2405.0000 84 5 0.0595
2431.0000 85 5 0.0588
2454.5000 85 6 0.0706
2459.0000 86 6 0.0698
2490.0000 87 6 0.0690
2522.0000 88 6 0.0682
2548.6000 88 7 0.0795
2553.0000 89 7 0.0787
2582.0000 90 7 0.0778
2609.0000 91 7 0.0769
2636.0000 92 7 0.0761
2643.9000 92 8 0.0870
2650.9000 92 9 0.0978
2666.0000 93 9 0.0968
2693.0000 94 9 0.0957
